,fpr,tpr
0,0.0,0.00015873015873015873
1,0.0,0.00031746031746031746
2,0.0,0.0004761904761904762
3,0.0,0.0006349206349206349
4,0.0,0.0007936507936507937
5,0.0,0.0009523809523809524
6,0.0,0.0011111111111111111
7,0.0,0.0012698412698412698
8,0.0,0.0014285714285714286
9,0.0,0.0015873015873015873
10,0.0,0.001746031746031746
11,0.0,0.0019047619047619048
12,0.0,0.0020634920634920637
13,0.0,0.0022222222222222222
14,0.0,0.002380952380952381
15,0.0,0.0025396825396825397
16,0.0,0.0026984126984126986
17,0.0,0.002857142857142857
18,0.0,0.003015873015873016
19,0.0,0.0031746031746031746
20,0.0,0.0033333333333333335
21,0.0,0.003492063492063492
22,0.0,0.003650793650793651
23,0.0,0.0038095238095238095
24,0.0,0.003968253968253968
25,0.0,0.004126984126984127
26,0.0,0.004285714285714286
27,0.0,0.0044444444444444444
28,0.0,0.004603174603174603
29,0.0,0.004761904761904762
30,0.0,0.004920634920634921
31,0.0,0.005079365079365079
32,0.0,0.005238095238095238
33,0.0,0.005396825396825397
34,0.0,0.005555555555555556
35,0.0,0.005714285714285714
36,0.0,0.005873015873015873
37,0.0,0.006031746031746032
38,0.0,0.006190476190476191
39,0.0,0.006349206349206349
40,0.0,0.006507936507936508
41,0.0,0.006666666666666667
42,0.0,0.006825396825396826
43,0.0,0.006984126984126984
44,0.0,0.007142857142857143
45,0.0,0.007301587301587302
46,0.0,0.0074603174603174605
47,0.0,0.007619047619047619
48,0.0,0.0077777777777777776
49,0.0,0.007936507936507936
50,0.0,0.008095238095238095
51,0.0,0.008253968253968255
52,0.0,0.008412698412698413
53,0.0,0.008571428571428572
54,0.0,0.00873015873015873
55,0.0,0.008888888888888889
56,0.0,0.009047619047619047
57,0.0,0.009206349206349206
58,0.0,0.009365079365079364
59,0.0,0.009523809523809525
60,0.0,0.009682539682539683
61,0.0,0.009841269841269842
62,0.0,0.01
63,0.0,0.010158730158730159
64,0.0,0.010317460317460317
65,0.0,0.010476190476190476
66,0.0,0.010634920634920634
67,0.0,0.010793650793650795
68,0.0,0.010952380952380953
69,0.0,0.011111111111111112
70,0.0,0.01126984126984127
71,0.0,0.011428571428571429
72,0.0,0.011587301587301587
73,0.0,0.011746031746031746
74,0.0,0.011904761904761904
75,0.0,0.012063492063492064
76,0.0,0.012222222222222223
77,0.0,0.012380952380952381
78,0.0,0.01253968253968254
79,0.0,0.012698412698412698
80,0.0,0.012857142857142857
81,0.0,0.013015873015873015
82,0.0,0.013174603174603174
83,0.0,0.013333333333333334
84,0.0,0.013492063492063493
85,0.0,0.013650793650793651
86,0.0,0.01380952380952381
87,0.0,0.013968253968253968
88,0.0,0.014126984126984127
89,0.0,0.014285714285714285
90,0.0,0.014444444444444444
91,0.0,0.014603174603174604
92,0.0,0.014761904761904763
93,0.0,0.014920634920634921
94,0.0,0.01507936507936508
95,0.0,0.015238095238095238
96,0.0,0.015396825396825397
97,0.0,0.015555555555555555
98,0.0,0.015714285714285715
99,0.0,0.015873015873015872
100,0.0,0.016031746031746032
101,0.0,0.01619047619047619
102,0.0008333333333333334,0.01619047619047619
103,0.0008333333333333334,0.01634920634920635
104,0.0008333333333333334,0.01650793650793651
105,0.0008333333333333334,0.016666666666666666
106,0.0008333333333333334,0.016825396825396827
107,0.0008333333333333334,0.016984126984126983
108,0.0008333333333333334,0.017142857142857144
109,0.0008333333333333334,0.0173015873015873
110,0.0008333333333333334,0.01746031746031746
111,0.0008333333333333334,0.017619047619047618
112,0.0008333333333333334,0.017777777777777778
113,0.0008333333333333334,0.017936507936507938
114,0.0008333333333333334,0.018095238095238095
115,0.0008333333333333334,0.018253968253968255
116,0.0008333333333333334,0.018412698412698412
117,0.0008333333333333334,0.018571428571428572
118,0.0008333333333333334,0.01873015873015873
119,0.0008333333333333334,0.01888888888888889
120,0.0008333333333333334,0.01904761904761905
121,0.0008333333333333334,0.019206349206349206
122,0.0008333333333333334,0.019365079365079366
123,0.0008333333333333334,0.019523809523809523
124,0.0008333333333333334,0.019682539682539683
125,0.0008333333333333334,0.01984126984126984
126,0.0008333333333333334,0.02
127,0.0008333333333333334,0.020158730158730157
128,0.0008333333333333334,0.020317460317460317
129,0.0008333333333333334,0.020476190476190478
130,0.0008333333333333334,0.020634920634920634
131,0.0008333333333333334,0.020793650793650795
132,0.0008333333333333334,0.02095238095238095
133,0.0008333333333333334,0.021111111111111112
134,0.0008333333333333334,0.02126984126984127
135,0.0008333333333333334,0.02142857142857143
136,0.0008333333333333334,0.02158730158730159
137,0.0008333333333333334,0.021746031746031746
138,0.0008333333333333334,0.021904761904761906
139,0.0008333333333333334,0.022063492063492063
140,0.0008333333333333334,0.022222222222222223
141,0.0008333333333333334,0.02238095238095238
142,0.0008333333333333334,0.02253968253968254
143,0.0008333333333333334,0.022698412698412697
144,0.0008333333333333334,0.022857142857142857
145,0.0008333333333333334,0.023015873015873017
146,0.0008333333333333334,0.023174603174603174
147,0.0008333333333333334,0.023333333333333334
148,0.0008333333333333334,0.02349206349206349
149,0.0008333333333333334,0.02365079365079365
150,0.0008333333333333334,0.023809523809523808
151,0.0008333333333333334,0.02396825396825397
152,0.0008333333333333334,0.02412698412698413
153,0.0008333333333333334,0.024285714285714285
154,0.0008333333333333334,0.024444444444444446
155,0.0008333333333333334,0.024603174603174603
156,0.0008333333333333334,0.024761904761904763
157,0.0008333333333333334,0.02492063492063492
158,0.0008333333333333334,0.02507936507936508
159,0.0008333333333333334,0.025238095238095237
160,0.0008333333333333334,0.025396825396825397
161,0.0008333333333333334,0.025555555555555557
162,0.0008333333333333334,0.025714285714285714
163,0.0008333333333333334,0.025873015873015874
164,0.0008333333333333334,0.02603174603174603
165,0.0008333333333333334,0.02619047619047619
166,0.0008333333333333334,0.026349206349206348
167,0.0008333333333333334,0.026507936507936508
168,0.0008333333333333334,0.02666666666666667
169,0.0008333333333333334,0.026825396825396825
170,0.0008333333333333334,0.026984126984126985
171,0.0008333333333333334,0.027142857142857142
172,0.0008333333333333334,0.027301587301587302
173,0.0008333333333333334,0.02746031746031746
174,0.0008333333333333334,0.02761904761904762
175,0.0008333333333333334,0.027777777777777776
176,0.0008333333333333334,0.027936507936507936
177,0.0008333333333333334,0.028095238095238097
